codice_aic;denominazione;principio_attivo;confezione;classe
34368100;TIROSINT;Levotiroxina;os soluz 30 flaconcini 1 ml 100 mcg/ml;A
34369013;PROVIGIL;Modafinil;30 cpr 100 mg;A
34371043;SERETIDE;Salmeterolo/fluticasone;DISKUS polv inal 60 dosi 50/100 mcg;A
34371056;SERETIDE;Salmeterolo/fluticasone;DISKUS polv inal 60 dosi 50/250 mcg;A
34371068;SERETIDE;Salmeterolo/fluticasone;DISKUS polv inal 60 dosi 50/500 mcg;A
34371106;SERETIDE;Salmeterolo/fluticasone;sosp inal 120 erog 25/50 mcg;A
34371118;SERETIDE;Salmeterolo/fluticasone;sosp inal 120 erog 25/125 mcg;A
34371120;SERETIDE;Salmeterolo/fluticasone;sosp inal 120 erog 25/250 mcg;A
34408017;BIFRIL;Zofenopril;12 cpr riv 7,5 mg;A
34421014;REFACTO AF;Moroctocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 250 UI + 1 siringa 4 ml;A
34421026;REFACTO AF;Moroctocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 500 UI + 1 siringa 4 ml;A
34421038;REFACTO AF;Moroctocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 1.000 UI + 1 siringa 4 ml;A
34421040;REFACTO AF;Moroctocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 2.000 UI + 1 siringa 4 ml;A
34421053;REFACTO AF;Moroctocog alfa (Fattore VIII di coagulazione, ricombinante);1 siringa preriempita EV 3.000 UI + solv 4ml + Kit per infusione;A
34421065;REFACTO AF;Moroctocog alfa (Fattore VIII di coagulazione, ricombinante);1 siringa preriempita EV 500 UI + solv 4 ml + Kit per infusione;A
34421077;REFACTO AF;Moroctocog alfa (Fattore VIII di coagulazione, ricombinante);1 siringa preriempita EV 1.000 UI + solv 4 ml + kit per infusione;A
34421089;REFACTO AF;Moroctocog alfa (Fattore VIII di coagulazione, ricombinante);1 siringa preriempita EV 2.000 UI + solv 4 ml + kit per infusione;A
34421091;REFACTO AF;Moroctocog alfa (Fattore VIII di coagulazione, ricombinante);1 siringa preriempita EV 250 UI + solv 4 ml + Kit per infusione;A
34430292;NEORECORMON;Epoetina beta;1 siringa EV SC 2.000 UI;A
34430316;NEORECORMON;Epoetina beta;1 siringa EV SC 3.000 UI;A
34430330;NEORECORMON;Epoetina beta;1 siringa EV SC 5.000 UI;A
34430355;NEORECORMON;Epoetina beta;1 siringa EV SC 10.000 UI;A
34430417;NEORECORMON;Epoetina beta;1 siringa EV SC 4.000 UI;A
34430431;NEORECORMON;Epoetina beta;1 siringa EV SC 6.000 UI;A
34430456;NEORECORMON;Epoetina beta;1 siringa EV SC 30.000 UI;A
34435014;OXYCONTIN;Oxicodone;28 cpr 10 mg rilascio prolungato;A
34435077;OXYCONTIN;Oxicodone;28 cpr 20 mg rilascio prolungato;A
34435139;OXYCONTIN;Oxicodone;28 cpr 40 mg rilascio prolungato;A
34435192;OXYCONTIN;Oxicodone;28 cpr 80 mg rilascio prolungato;A
34435267;OXYCONTIN;Oxicodone;28 cpr 5 mg rilascio prolungato;A
34459040;REBETOL;Ribavirina;os soluz 1 flacone 100 ml 40 mg/ml;A
34463048;ALIFLUS;Salmeterolo/fluticasone;DISKUS polv inal 60 dosi 50 mcg/100 mcg;A
34463051;ALIFLUS;Salmeterolo/fluticasone;DISKUS polv inal 60 dosi 50 mcg/250 mcg;A
34463063;ALIFLUS;Salmeterolo/fluticasone;DISKUS polv inal 60 dosi 50 mcg/500 mcg;A
34463101;ALIFLUS;Salmeterolo/fluticasone;sosp inal 120 erog 25/50 mcg;A
34463113;ALIFLUS;Salmeterolo/fluticasone;sosp inal 120 erog 25/125 mcg;A
34463125;ALIFLUS;Salmeterolo/fluticasone;sosp inal 120 erog 25/250 mcg;A
34472011;FLUPROST;Flutamide;30 cpr 250 mg;A
34498030;NOVORAPID PENFILL;Insulina aspart;5 cartucce SC 300 UI 3 ml;A
34498093;NOVORAPID FLEXPEN;Insulina aspart;5 cartucce SC in penne preriemp 3 ml 100 U/ml;A
34506030;ZEFFIX;Lamivudina;os soluz 240 ml 5 mg/ml;A
34525016;FERRIPROX;Deferiprone;100 cpr riv 500 mg;A
34525028;FERRIPROX;Deferiprone;os soluz 250 ML 100 mg/ml;A
34525042;FERRIPROX;Deferiprone;50 cpr riv 1.000 mg;A
34529038;SYNAGIS;Palivizumab;1 flaconcino IM 0,5 ml 100 mg/ml;A
34529040;SYNAGIS;Palivizumab;1 flaconcino IM 1 ml 100 mg/ml;A
34561365;ADAMON;Tramadolo;30 cpr 150 mg rilascio prolungato;A
34561504;ADAMON;Tramadolo;30 cpr 200 mg rilascio prolungato;A
34611018;ALBUMINA;Albumina umana;1 flacone EV 50 ml 20%;A
34611020;ALBUMINA;Albumina umana;1 flacone EV 100 ml 20%;A
34611069;ALBUMINA;Albumina umana;1 flacone EV 50 ml 25 g/100 ml;A
34624066;CELEBREX;Celecoxib;40 cps 100 mg blister AL/PVC trasparente;A
34668018;SELEDIE;Nadroparina;2 siringhe SC 11.400 UI 0,6 ml;A
34668044;SELEDIE;Nadroparina;2 siringhe SC 15.200 UI 0,8 ml;A
34668071;SELEDIE;Nadroparina;2 siringhe SC 19.000 UI 1 ml;A
34701019;AMMONAPS;Sodio fenilbutirrato;250 cpr 500 mg flacone;A
34701033;AMMONAPS;Sodio fenilbutirrato;os granulato per sospensione 266 g 940 mg/g;A
34702098;ARAVA;Leflunomide;3 cpr riv 100 mg;A
34727014;GINAIKOS;Estradiolo;gel transd 28 bustine 1,5 mg;A
34734018;ENTOCIR;Budesonide;50 cps 3 mg rilascio modificato;A
34752030;REMINYL;Galantamina;56 cpr riv 8 mg;A
34765154;SERACTIL;Dexibuprofene;30 cpr riv 400 mg;A
34765228;SERACTIL;Dexibuprofene;os polv 30 bust 400 mg;A
34789014;ZOPRANOL;Zofenopril;12 cpr riv 7,5 mg;A
34832194;INTRON A;Interferone alfa 2B;1 flacone SC EV 10.000.000 UI;A
34832232;INTRON A;Interferone alfa 2B;1 fiala SC EV 18.000.000 UI 3 ml;A
34832271;INTRON A;Interferone alfa 2B;1 fiala SC EV 25.000.000 UI 2,5 ml;A
34832319;INTRON A;Interferone alfa 2B;1 cartuccia SC EV 18.000.000 UI;A
34832345;INTRON A;Interferone alfa 2B;1 cartuccia SC EV 30.000.000 UI;A
34834010;TICLAPSOR;Tacalcitolo;ung derm 20 g 4 mcg/g;A
34834022;TICLAPSOR;Tacalcitolo;emuls derm 20 ml 4 mcg/g;A
34847020;KLOSTENAL;Beclometasone;7 clismi 3 mg 60 ml sosp rett + 7 cannule rett;A
34852018;PEGINTRON;Peginterferone alfa 2B;1 fiala SC 50 mcg + 1 fiala solv;A
34852069;PEGINTRON;Peginterferone alfa 2B;1 fiala SC 80 mcg + 1 fiala solv;A
34852119;PEGINTRON;Peginterferone alfa 2B;1 fiala SC 100 mcg + 1 fiala solv;A
34852160;PEGINTRON;Peginterferone alfa 2B;1 fiala SC 120 mcg + 1 fiala solv;A
34852210;PEGINTRON;Peginterferone alfa 2B;1 fiala SC 150 mcg + 1 fiala solv;A
34852311;PEGINTRON;Peginterferone alfa 2B;1 penna SC 50 mcg + 1 ago + 2 tamponi detergenti;A
34852350;PEGINTRON;Peginterferone alfa 2B;1 penna SC 80 mcg + 1 ago + 2 tamponi detergenti;A
34852398;PEGINTRON;Peginterferone alfa 2B;1 penna CLEARCLICK SC 100 mcg 0,5 ml + 1 ago + 2 tamponi detergenti;A
34852436;PEGINTRON;Peginterferone alfa 2B;1 penna SC 120 mcg + 1 ago + 2 tamponi detergenti;A
34852475;PEGINTRON;Peginterferone alfa 2B;1 penna SC 150 mcg + 1 ago + 2 tamponi detergenti;A
34869040;AEROLID;Flunisolide;AD soluz nebul 30 fiale 1 mg 1 ml;A
3488057;ARTANE;Triesifenidile;50 cpr 2 mg;A
34934012;ZANTIPRES;Zofenopril;12 cpr riv 7,5 mg;A
34951044;LUVERIS;Lutropina alfa;1 flaconcino SC 75 UI + 1 flaconcino solv;A
34951057;LUVERIS;Lutropina alfa;3 flaconcini SC 75 UI + 3 flaconcini solv;A
34955043;KOGENATE BAYER;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 fiala EV 250 UI + 1 siringa + 1 kit;A
34955056;KOGENATE BAYER;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 fiala EV 500 UI + 1 siringa + 1 kit;A
34955068;KOGENATE BAYER;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 fiala EV 1.000 UI + 1 siringa + 1 kit;A
34955106;KOGENATE BAYER;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino 2.000 UI + 1 flaconcino solv 5 ml + kit;A
34955120;KOGENATE BAYER;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 siringa 3.000 UI + 1 flaconcino solv 5 ml;A
34956019;HELIXATE NEXGEN;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 250 UI + 1 flaconcino solv + kit;A
34956021;HELIXATE NEXGEN;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 500 UI + 1 flaconcino solv + kit;A
34956033;HELIXATE NEXGEN;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino 1.000 UI + 1 flaconcino solv + kit;A
34956045;HELIXATE NEXGEN;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino 2.000 UI + 1 flaconcino solv 5 ml + kit;A
34956058;HELIXATE NEXGEN;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 3.000 UI + 1 flaconcino solv + kit;A
34972556;NEXIUM;Esomeprazolo;os grat gastrores 28 bust 10 mg;A
34984031;MAXIVANIL;Vancomicina;4 cps 250 mg;A
35003033;LEVOVANOX;Vancomicina;4 cps 250 mg;A
37146040;GIASION;Cefditoren;10 cpr riv 400 mg;A
35039294;KEPPRA;Levetiracetam;os soluz 150 ml 100 mg/ml + 1 siringa 3 ml;A
35039306;KEPPRA;Levetiracetam;os soluz 150 ml 100 mg/ml + 1 siringa 1 ml;A
35040017;RITALIN;Metilfenidato;30 cpr 10 mg;A
35042011;PROGEFFIK;Progesterone;30 cps os vag 100 mg;A
35042035;PROGEFFIK;Progesterone;15 cps os vag 200 mg;A
35046046;TERAFLUSS;Terazosina;28 cpr div 5 mg;A
35120017;RAPAMUNE;Sirolimus;os soluz 60 ml + 30 siringhe;A
35120070;RAPAMUNE;Sirolimus;100 cpr riv 1 mg;A
35120094;RAPAMUNE;Sirolimus;30 cpr riv 2 mg;A
35120120;RAPAMUNE;Sirolimus;100 cpr riv 0,5 mg;A
37147028;REDEGUAN;Cefditoren;20 cpr riv 200 mg;A
35144017;VASEXTEN;Barnidipina;28 cps 20 mg rilascio modificato;A
35144029;VASEXTEN;Barnidipina;28 cps 10 mg rilascio modificato;A
35145010;OSIPINE;Barnidipina;28 cps 10 mg rilascio modificato;A
35145022;OSIPINE;Barnidipina;28 cps 20 mg rilascio modificato;A
35146012;LIBRADIN;Barnidipina;28 cps 20 mg rilascio modificato;A
35146024;LIBRADIN;Barnidipina;28 cps 10 mg rilascio modificato;A
35188085;OVITRELLE;Coriogonadotropina alfa;1 penna 250 mcg 0,5 ml + 1 ago;A
35194063;SYMBICORT;Budesonide/formoterolo;TURBOHALER polv inal 120 dosi 160 mcg + 4,5 mcg;A
35194214;SYMBICORT;Budesonide/formoterolo;TURBOHALER polv inal 60 dosi 320 mcg + 9 mcg;A
35240011;SOSEFEN;Ketotifene;os gtt 20 ml 2 mg/ml;A
35240023;SOSEFEN;Ketotifene;40 cpr solub 1 mg;A
35255013;FRAGOR;Delapril/Manidipina;28 cpr div 30 mg + 10 mg;A
35260064;SINESTIC;Budesonide/formoterolo;TURBOHALER polv inal 120 dosi 160 mcg + 4,5 mcg;A
35260215;SINESTIC;Budesonide/formoterolo;TURBOHALER polv inal 60 dosi 320 mcg + 9 mcg;A
35267018;SUMMA;Delapril/manidipina;28 cpr div 30 mg + 10 mg flacone;A
35268010;NERIXIA;Sodio neridronato;1 fiala IM EV 25 mg;A
35307103;RELPAX;Eletriptan;3 cpr riv 20 mg;A
35307281;RELPAX;Eletriptan;3 cpr riv 40 mg;A
35313028;DEPALGOS;Oxicodone/paracetamolo;28 cpr riv 5 mg + 325 mg;A
35313055;DEPALGOS;Oxicodone/paracetamolo;28 cpr riv 10 mg + 325 mg;A
35313081;DEPALGOS;Oxicodone/paracetamolo;28 cpr riv 20 mg + 325 mg;A
35320011;IGANTIBE;Immunoglobulina umana antiepatite B;1 fiala IM 3 ml 600 UI/3 ml;A
35320023;IGANTIBE;Immunoglobulina umana antiepatite B;1 fiala IM 1.000 UI 5 ml;A
35326014;KETEK;Telitromicina;10 cpr riv 400 mg;A
35362060;ASSIEME;Budesonide/formoterolo;TURBOHALER polv inal 120 dosi 160 mcg + 4,5 mcg;A
35363062;ASSIEME MITE;Budesonide/formoterolo;polv inal 120 dosi 80 mcg + 4,5 mcg;A
35367554;LUCEN;Esomeprazolo;OS granulato 28 buste 10 mg;A
35372059;GLIVEC;Imatinib;120 cps 100 mg;A
35392012;COMBISEVEN;Estradiolo/levonorgestrel;2 cerotti transd 50 mcg/die + 2 cerotti 50 mcg/die + 10 mcg/die;A
35399017;ACTIQ;Fentanil;3 pastiglie os 200 mcg;A
35399031;ACTIQ;Fentanil;15 pastiglie os 200 mcg;A
35399056;ACTIQ;Fentanil;3 pastiglie os 400 mcg;A
35399070;ACTIQ;Fentanil;15 pastiglie os 400 mcg;A
35399195;ACTIQ;Fentanil;15 pastiglie os 1.200 mcg;A
35399219;ACTIQ;Fentanil;3 pastiglie os 1.600 mcg;A
35399233;ACTIQ;Fentanil;15 pastiglie os 1.600 mcg;A
35409010;TRAVATAN;Travoprost;collirio 2,5 ml 40 mcg/ml;A
35410075;ZYVOXID;Linezolid;os grat sosp 100 mg 5 ml;A
35418021;COPAXONE;Glatiramer;28 siringhe SC 20 mg/ml 1 ml;A
35418060;COPAXONE;Glatiramer;12 siringhe SC 40 mg/ml 1 ml;A
35444191;DAPAROX;Paroxetina;os gtt 18,5 ml 33,1 mg/ml;A
35447010;LUMIGAN;Bimatoprost;collirio 3 ml 0,3 mg/ml;A
35447022;LUMIGAN;Bimatoprost;collirio 3 ml 0,1 mg/ml;A
35447059;LUMIGAN;Bimatoprost;collirio 30 flaconcini monodose 0,4 ml 0,3 mg/ml;A
35464015;MOBIC;Meloxicam;5 fiale IM 15 mg 1,5 ml;A
35512045;FENEXTRA;Dexibuprofene;30 cpr riv 400 mg;A
35512072;FENEXTRA;Dexibuprofene;os grat 30 bust 300 mg;A
35512084;FENEXTRA;Dexibuprofene;os grat 30 bust 400 mg;A
35562014;GONAPEPTYL DEPOT;Triptorelina;1 siringa IM SC 3,75 mg + 1 fiala solv 1 ml;A
35563079;NOVOMIX 30;Insulina aspart;FLEXPEN 5 cartucce SC in penne preriemp 3 ml 100 UI/ml;A
35563131;NOVOMIX 50;Insulina aspart;FLEXPEN 5 cartucce SC in penne preriemp 3 ml 100 UI/ml;A
35563194;NOVOMIX 70;Insulina aspart;FLEXPEN 5 cartucce SC in penne preriemp 3 ml 100 UI/ml;A
35568017;TRANSTEC;Buprenorfina;3 cerotti transd 20 mg 35 mcg/ora;A
35568043;TRANSTEC;Buprenorfina;3 cerotti transd 30 mg 52,5 mcg/ora;A
35568070;TRANSTEC;Buprenorfina;3 cerotti transd 40 mg 70 mcg/ora;A
35575012;PROTOPIC;Tacrolimus;ung derm 30 g 0,03%;A
35575036;PROTOPIC;Tacrolimus;ung derm 30 g 0,1%;A
35575051;PROTOPIC;Tacrolimus;ung derm 10 g 0,03%;A
35575063;PROTOPIC;Tacrolimus;ung derm 10 g 0,1%;A
35577028;IVOR;Bemiparina;10 siringhe SC 2.500 UI 0,2 ml;A
35577067;IVOR;Bemiparina;10 siringhe SC 3.500 UI 0,2 ml;A
35577105;IVOR;Bemiparina;10 siringhe SC 5.000 UI 0,2 ml;A
35577143;IVOR;Bemiparina;10 siringhe SC 7.500 UI 0,3 ml;A
35577182;IVOR;Bemiparina;10 siringhe SC 10.000 UI 0,4 ml;A
3559059;TESTOVIS;Testosterone;2 fiale IM 100 mg 2 ml;A
35603063;SYMBICORT MITE;Budesonide/formoterolo;polv inal 120 dosi 80 mcg + 4,5 mcg;A
35606033;ARIXTRA;Fondaparinux;10 siringhe SC 2,5 mg 0,5 ml;A
35606072;ARIXTRA;Fondaparinux;10 siringhe SC 1,5 mg 0,3 ml;A
35606110;ARIXTRA;Fondaparinux;10 siringhe SC 5 mg 0,4 ml;A
35606146;ARIXTRA;Fondaparinux;10 siringhe SC 7,5 mg 0,6 ml;A
35606173;ARIXTRA;Fondaparinux;10 siringhe SC 10 mg 0,8 ml;A
35609027;TRACLEER;Bosentan;56 cpr riv 62,5 mg;A
35609041;TRACLEER;Bosentan;56 cpr riv 125 mg;A
35615057;LOVINACOR;Lovastatina;30 cpr 40 mg;A
35615069;LOVINACOR;Lovastatina;30 cpr 20 mg;A
35623053;TAVACOR;Lovastatina;30 cpr 20 mg;A
35623077;TAVACOR;Lovastatina;30 cpr 40 mg;A
35625019;SIRIO;Melevodopa/carbidopa;30 cpr eff 12,5 mg + 125 mg flacone;A
35625021;SIRIO;Melevodopa/carbidopa;30 cpr eff 25 mg + 100 mg flacone;A
35625060;SIRIO;Melevodopa/carbidopa;60 cpr eff 12,5 mg + 125 mg;A
35625072;SIRIO;Melevodopa/carbidopa;60 cpr eff 25 mg + 100 mg;A
35628268;VFEND;Voriconazolo;os soluz 45 g 40 mg/ml;A
35638055;REXTAT;Lovastatina;30 cpr 20 mg;A
35638067;REXTAT;Lovastatina;30 cpr 40 mg;A
35656014;BUDIAIR;Budesonide;soluz pressurizz inal 200 dosi 200 mcg;A
35657016;MIFLO;Budesonide;soluz pressurizz inal 200 dosi 200 mcg;A
35666205;XYZAL;Levocetirizina;os gtt 20 ml 5 mg/ml;A
35668058;SPIRIVA;Tiotropio;30 cps 18 mcg handihaler;A
35672056;CIALIS;Tadalafil;12 cpr riv 20 mg;A
35675141;DOVOBET;Calcipotriolo/betametasone;gel derm 30 g 50 mcg/g + 0,5 mg/g;A
35678022;UNIDROX;Prulifloxacina;5 cpr riv 600 mg;A
35678034;UNIDROX;Prulifloxacina;1 cpr riv 600 mg;A
35679036;CHINOPLUS;Prulifloxacina;5 cpr riv 600 mg;A
35680038;KERAFLOX;Prulifloxacina;5 cpr riv 600 mg;A
35683059;PEGASYS;Peginterferone alfa 2A;1 siringa SC 135 mcg 0,5 ml + ago;A
35683073;PEGASYS;Peginterferone alfa 2A;1 siringa SC 180 mcg 0,5 ml + ago;A
35683097;PEGASYS;Peginterferone alfa 2A;1 penna SC 135 mcg 0,5 ml;A
35683123;PEGASYS;Peginterferone alfa 2A;1 penna SC 180 mcg 0,5 ml;A
35683150;PEGASYS;Peginterferone alfa 2A;1 siringa SC 90 mcg 0,5 ml + ago;A
35691017;ARANESP;Darbepoetina alfa;1 siringa SC EV 10 mcg 0,4 ml;A
35691359;ARANESP;Darbepoetina alfa;1 penna SC 20 mcg 0,5 ml;A
35691385;ARANESP;Darbepoetina alfa;1 penna SC 60 mcg 0,3 ml;A
35691397;ARANESP;Darbepoetina alfa;1 penna SC 80 mcg 0,4 ml;A
35691409;ARANESP;Darbepoetina alfa;1 penna SC 100 mcg 0,5 ml;A
35691411;ARANESP;Darbepoetina alfa;1 penna SC 150 mcg 0,3 ml;A
35691423;ARANESP;Darbepoetina alfa;1 penna SC 300 mcg 0,6 ml;A
35691435;ARANESP;Darbepoetina alfa;1 penna SC 500 mcg 1 ml;A
35691447;ARANESP;Darbepoetina alfa;1 penna SC 40 mcg 0,4 ml;A
35691575;ARANESP;Darbepoetina alfa;1 siringa SC EV 20 mcg 0,5 ml;A
35691599;ARANESP;Darbepoetina alfa;1 siringa SC EV 30 mcg 0,3 ml;A
35691613;ARANESP;Darbepoetina alfa;1 siringa SC EV 40 mcg 0,4 ml;A
35691637;ARANESP;Darbepoetina alfa;1 siringa SC EV 50 mcg 0,5 ml;A
35691652;ARANESP;Darbepoetina alfa;1 siringa SC EV 60 mcg 0,3 ml;A
35691676;ARANESP;Darbepoetina alfa;1 siringa SC EV 80 mcg 0,4 ml;A
35691690;ARANESP;Darbepoetina alfa;1 siringa SC EV 100 mcg 0,5 ml;A
35691738;ARANESP;Darbepoetina alfa;1 siringa SC EV 150 mcg 0,3 ml;A
35691753;ARANESP;Darbepoetina alfa;1 siringa SC EV 300 mcg 0,6 ml;A
35691777;ARANESP;Darbepoetina alfa;1 siringa SC EV 500 mcg 1 ml;A
35710019;TARGRETIN;Bexarotene;100 cps 75 mg flacone;A
35716036;NEULASTA;Pegfilgrastim;1 siringa SC 6 mg 0,6 ml con protezione ago;A
35720010;BRIVIRAC;Brivudina;7 cpr 125 mg;A
35722014;ZECOVIR;Brivudina;7 cpr 125 mg;A
35724069;LANTUS;Insulina glargine;5 cartucce SC 100 UI/ml 3 ml;A
35724121;LANTUS;Insulina glargine;1 flaconcino SC 1.000 UI 10 ml;A
35724246;LANTUS;Insulina glargine;SOLOSTAR 5 penne SC 100 UI/ml 3 ml;A
35726013;SOMAVERT;Pegvisomant;30 flaconi SC 10 mg + 30 flaconi 8 ml;A
35726025;SOMAVERT;Pegvisomant;30 flaconi SC 15 mg + 30 flaconi 8 ml;A
35726037;SOMAVERT;Pegvisomant;30 flaconi SC 20 mg + 30 flaconi 8 ml;A
35726049;SOMAVERT;Pegvisomant;1 flacone SC 20 mg + 1 flacone 8 ml;A
35726064;SOMAVERT;Pegvisomant;30 flaconi SC 25 mg + 30 flaconi solv 8 ml;A
35726088;SOMAVERT;Pegvisomant;30 flaconi SC 30 mg + 30 flaconi solv 8 ml;A
35739010;VALCYTE;Valganciclovir;60 cpr riv 450 mg;A
35739022;VALCYTE;Valganciclovir;os polv 5,5 g 50 mg/ml in soluz ricostituita;A
35765027;SILKIS;Calcitriolo;ung derm 30 g;A
35791058;ATIMOS;Formoterolo;100 dosi soluz inal 12 mcg;A
35793052;LIFEROL;Formoterolo;100 dosi soluz inal 12 mcg;A
35798014;ZAVESCA;Miglustat;84 cps 100 mg;A
35820063;ARCOXIA;Etoricoxib;20 cpr riv 60 mg;A
35820202;ARCOXIA;Etoricoxib;20 cpr riv 90 mg;A
35820303;ARCOXIA;Etoricoxib;5 cpr riv 120 mg;A
35821065;ALGIX;Etoricoxib;20 cpr riv 60 mg;A
35821204;ALGIX;Etoricoxib;20 cpr riv 90 mg;A
35821305;ALGIX;Etoricoxib;5 cpr riv 120 mg;A
35822067;EXINEF;Etoricoxib;20 cpr riv 60 mg;A
35822206;EXINEF;Etoricoxib;20 cpr riv 90 mg;A
35822307;EXINEF;Etoricoxib;5 cpr riv 120 mg;A
35846029;TRAMALIN;Tramadolo;20 cpr 100 mg rilascio prolungato;A
35847019;TRAMADOLO;Tramadolo;os gtt 10 ml 100 mg/ml;A
35871019;HEPSERA;Adefovir Dipivoxil;30 cpr 10 mg flacone;A
35875018;TRAMADOLO;Tramadolo;os gtt 10 ml 100 mg/ml;A
35875107;TRAMADOLO;Tramadolo;30 cps 50 mg;A
35883053;PROVISACOR;Rosuvastatina;28 cpr riv 10 mg;A
35883180;PROVISACOR;Rosuvastatina;28 cpr riv 20 mg;A
35883356;PROVISACOR;Rosuvastatina;28 cpr riv 40 mg;A
35883507;PROVISACOR;Rosuvastatina;28 cpr riv 5 mg;A
35884055;SIMESTAT;Rosuvastatina;28 cpr riv 10 mg;A
35884206;SIMESTAT;Rosuvastatina;28 cpr riv 20 mg;A
35884358;SIMESTAT;Rosuvastatina;28 cpr riv 40 mg;A
35884509;SIMESTAT;Rosuvastatina;28 cpr riv 5 mg;A
35885058;CRESTOR;Rosuvastatina;28 cpr riv 10 mg;A
35885209;CRESTOR;Rosuvastatina;28 cpr riv 20 mg;A
35885351;CRESTOR;Rosuvastatina;28 cpr riv 40 mg;A
35885502;CRESTOR;Rosuvastatina;28 cpr riv 5 mg;A
35890060;TAUXIB;Etoricoxib;20 cpr riv 60 mg;A
35890209;TAUXIB;Etoricoxib;20 cpr riv 90 mg;A
35890425;TAUXIB;Etoricoxib;5 cpr riv 120 mg;A
35895010;AVODART;Dutasteride;30 cps molli 0,5 mg;A
35896012;DUAGEN;Dutasteride;30 cps 0,5 mg;A
35918010;TRAMADOLO;Tramadolo;20 cps rigide 50 mg;A
35918034;TRAMADOLO;Tramadolo;5 fiale 100 mg 2 ml;A
35926017;FORSTEO;Teriparatide;1 penna SC 2,4 ml 20 mcg/80 mcl;A
35932033;ACTRAPID;Insulina umana da DNA ricombinante;1 flaconcino SC EV 1.000 UI 10 ml;A
35935030;PROTAPHANE;Insulina umana isofano da DNA ricombinante;1 flaconcino SC 1.000 UI 10 ml;A
35936032;ACTRAPHANE 30;Insulina umana da DNA ricombinante/insulina umana isofano da DNA ricombinante;1 flaconcino 1.000 UI 10 ml;A
35983028;CARBAGLU;Acido carglumico;60 cpr dispers 200 mg;A
35983030;CARBAGLU;Acido carglumico;5 cpr dispers 200 mg;A
35986025;TRALODIE;Tramadolo;20 cps 100 mg rilascio prolungato;A
35986052;TRALODIE;Tramadolo;10 cps 150 mg rilascio prolungato;A
35986090;TRALODIE;Tramadolo;10 cps 200 mg rilascio prolungato;A
35987054;ACARDEN;Carvedilolo;28 cpr 12,5 mg;A
36016145;EZETROL;Ezetimibe;30 cpr 10 mg;A
36017147;ZETIA;Ezetimibe;30 cpr 10 mg;A
36019014;VENTAVIS;Iloprost;30 fiale soluz nebul 2 ml 10 mcg/ml;A
36019040;VENTAVIS;Iloprost;3x30 fiale soluz nebul 2 ml 10 mcg/ml;A
36024038;CEFTAZIDIMA;Ceftazidima;1 flacone IM 1 g + 1 fiala solv 3 ml;A
36025017;PLAUNAC;Olmesartan medoxomil;28 cpr riv 10 mg;A
36025068;PLAUNAC;Olmesartan medoxomil;28 cpr riv 20 mg;A
36025118;PLAUNAC;Olmesartan medoxomil;28 cpr riv 40 mg;A
36026019;OLPRESS;Olmesartan medoxomil;28 cpr riv 10 mg;A
36026060;OLPRESS;Olmesartan medoxomil;28 cpr riv 20 mg;A
36026110;OLPRESS;Olmesartan medoxomil;28 cpr riv 40 mg;A
36027011;OLMETEC;Olmesartan medoxomil;28 cpr riv 10 mg;A
36027062;OLMETEC;Olmesartan medoxomil;28 cpr riv 20 mg;A
36027112;OLMETEC;Olmesartan medoxomil;28 cpr riv 40 mg;A
36063055;DROPAXIN;Paroxetina;os gtt 60 ml 10 mg/ml;A
36160012;ADVATE;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 250 UI + 1 flaconcino solv 5 ml;A
36160024;ADVATE;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 500 UI + 1 flaconcino solv 5 ml;A
36160036;ADVATE;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 1.000 UI + 1 flaconcino solv 5 ml;A
36160048;ADVATE;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 1.500 UI + 1 flaconcino solv 5 ml;A
36160051;ADVATE;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 2.000 UI + 1 flaconcino solv 5 ml + kit;A
36160063;ADVATE;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 3.000 UI + 1 flaconcino solv 5 ml;A
36160152;ADVATE;Octocog alfa (Fattore VIII di coagulazione, ricombinante);1 flaconcino EV 2.000 UI + 1 flaconcino solv 5 ml preassemblati con dispositivo per ricostituzione;A
